"","V1","V2","V3"
"1",0.625860881195729,0.0103307845618637,2
"2",0.332692090621515,0.27218660949347,2
"3",0.586786512301331,0.0549265297420431,2
"4",0.410501981733826,-0.118447332028973,2
"5",0.658966766742436,0.0146838716071653,2
"6",0.607689363216786,-0.145331755177243,2
"7",0.215307631542989,0.172547183472199,2
"8",0.578655869380227,-0.18086544425981,2
"9",0.696745660257519,-0.0364804317661486,2
"10",0.610227803867182,0.0676696652889693,2
"11",0.322878641400032,0.156429510947887,2
"12",0.611244936930465,0.194976615184151,2
"13",0.486159640417447,-0.280010921296116,2
"14",0.356162275842686,-0.00693533156080107,2
"15",0.333424216527405,0.145219769458689,2
"16",0.443699856783242,0.1137432397575,2
"17",0.411445198922095,-0.187249949470523,2
"18",0.461388573816674,-0.246344724954188,2
"19",0.31852422257736,-0.18223331126742,2
"20",0.304990524129103,-0.00860338138455299,2
"21",0.615122064441583,0.226673462941047,2
"22",0.35229046608353,-0.145336007177582,2
"23",0.526924747529546,0.200874547166051,2
"24",0.404855990697621,0.0961054200524671,2
"25",0.561942306261799,0.14117756126284,2
"26",0.663141451420535,0.0489134325168235,2
"27",0.410780651429944,0.0178108499538864,2
"28",0.287045776482795,0.202629635280527,2
"29",0.269184338277039,-0.21564080104299,2
"30",0.256210689439061,-0.156456153601399,2
"31",0.641959009103714,-0.138433301184899,2
"32",0.660820919889083,0.190433195470182,2
"33",0.627430287209922,-0.0180553234870741,2
"34",0.55625013054394,0.0335262738337486,2
"35",0.314350032701665,-0.133984655924434,2
"36",0.539905119595891,0.0439673190374825,2
"37",0.620588578674629,-0.130181781048732,2
"38",0.210361204003875,0.167746042944505,2
"39",0.397042551152199,-0.0301234454033354,2
"40",0.656265185362893,-0.0572010736344865,2
"41",0.517530044848461,-0.0453979329838552,2
"42",0.634241095745114,0.126983386663192,2
"43",0.378832904324176,-0.200919863374906,2
"44",0.706161320442097,0.138599947423819,2
"45",0.423866022928032,-0.0128062525283728,2
"46",0.372256233089117,-0.0694734766659268,2
"47",0.209169608224585,0.168695992912522,2
"48",0.313375438303159,0.254017128069056,2
"49",0.68280753132852,-0.125211111701835,2
"50",0.261595993681794,-0.133499954431704,2
"51",0.676373619343597,0.0426896600430486,2
"52",0.342529859141997,-0.145962563889455,2
"53",0.454188134542475,0.0582168916866717,2
"54",0.222779073130593,-0.18913522744795,2
"55",0.312300315751845,-0.134262751932253,2
"56",0.355136623964509,0.223937217912036,2
"57",0.259984559772854,0.208056717576742,2
"58",0.18714627748245,-0.0542600304023768,2
"59",0.323133003149773,-0.217817087752668,2
"60",0.257227351527052,0.149948689736215,2
"61",0.406582481214461,-0.249572806155729,2
"62",0.366548516484083,0.179401829676816,2
"63",0.674903815585065,-0.0577136014947453,2
"64",0.513717159763598,0.100785293110548,2
"65",0.163339437290463,0.0645770957338686,2
"66",0.262538502871483,0.187517840142707,2
"67",0.352280302452271,-0.179813308236433,2
"68",0.59704735919062,0.0295026293017371,2
"69",0.591572429924419,-0.14424667088602,2
"70",0.303796670977346,0.0207349198738765,2
"71",0.71730016422915,-0.00353489378998212,2
"72",0.550386981993905,0.142720824599375,2
"73",0.703534272575086,0.127491416660879,2
"74",0.496188200663649,-0.0874786666959649,2
"75",0.159501354186961,0.0709941484909258,2
"76",0.516668754448108,0.148685115881463,2
"77",0.269662451446165,-0.14443900870458,2
"78",0.466262537342689,0.0137487962204878,2
"79",0.548778629664589,-0.218252150686029,2
"80",0.60301031297118,0.0232704783094294,2
"81",0.254422542779523,-0.0774419272235447,2
"82",0.179961409130273,-0.0428914777457841,2
"83",0.35276619935974,0.160726101170863,2
"84",0.261450816058786,0.0461966831849405,2
"85",0.56486364939616,-0.116935738630755,2
"86",0.362343034140687,0.235786577503947,2
"87",0.68492452614151,-0.0756904174240482,2
"88",0.197911337707611,-0.107552180989589,2
"89",0.539736154337415,-0.194801093923745,2
"90",0.167124725954113,-0.0328060179920438,2
"91",0.327184360830601,-0.181928165370104,2
"92",0.511765538972762,0.252309151894918,2
"93",0.676846463989728,0.132505844359831,2
"94",0.651403360849248,-0.0609990798141073,2
"95",0.426295092879727,-0.0036700600284138,2
"96",0.510261051927588,0.11837156319922,2
"97",0.605341589178654,0.0616798378265965,2
"98",0.584949381153271,0.0374253343166651,2
"99",0.565029665473789,0.211367784850888,2
"100",0.503628786053431,0.0431032975624305,2
"101",0.125397651579133,0.476321818865565,3
"102",0.00760224031116184,0.20512067057792,3
"103",-0.268406032334327,0.340440517589247,3
"104",-0.0809362373548189,0.530716203496501,3
"105",-0.038697140403975,0.656570353632699,3
"106",0.1994783136723,0.392344059494526,3
"107",-0.0010657936224907,0.724032147200858,3
"108",0.158186442998892,0.317949870736355,3
"109",-0.104261404434773,0.216286773942153,3
"110",-0.047278690009655,0.402339152431261,3
"111",0.101984283548201,0.68601455086948,3
"112",0.175743059441436,0.603961553989582,3
"113",0.124988941950792,0.458750152750687,3
"114",-0.224449436191685,0.572735734616644,3
"115",0.256059458259879,0.583835736524249,3
"116",-0.0308024111049007,0.467246769069997,3
"117",-0.277755712690762,0.407874944643455,3
"118",0.164113565555645,0.219728680951818,3
"119",0.0705941451961148,0.402223033067785,3
"120",-0.117642753431986,0.511230611446985,3
"121",0.117891420743172,0.230912089120106,3
"122",0.117022444936797,0.375845978223202,3
"123",-0.0350526389883324,0.512578232221105,3
"124",-0.265522226156947,0.441164366160924,3
"125",0.162054071343261,0.516329368165069,3
"126",0.280538707520318,0.502193214554062,3
"127",-0.0407556680529518,0.195316738712976,3
"128",0.0156422785072583,0.396967911129592,3
"129",-0.0559824086093414,0.631632055180902,3
"130",-0.0764891813229464,0.318897551991552,3
"131",-0.162131986386982,0.64051951427362,3
"132",0.00794092196444912,0.490343414518656,3
"133",0.0505893610768554,0.537592263349665,3
"134",0.266436154456703,0.489626433150832,3
"135",-0.0486863268852017,0.423876813004918,3
